project_id,mp_name,constituency,state,district,work_type,latitude,longitude,recommended_date,sanction_date,completion_date,status,allocated_amount,sanctioned_amount,expenditure_reported,unspent_balance,vendor_name,vendor_reg_no,vendor_pan,vendor_registration_date,contract_amount,has_photo,photo_urls,uc_text
MPLAD-UT-2023-1274,Smt. Priya Sharma,Allahabad (UP-53),Uttar Pradesh,Prayagraj,Public Sanitation Complex & Toilets,25.361533,81.854156,2021-07-06,2021-08-28,2022-06-11,Completed,1947958.74,1883963.3,1966002.68,0.0,Green Valley Infrastructure,REG-KA-55432,GHIJK7890M,2018-03-11,1823991.33,False,,"Karya 'Public Sanitation Complex & Toilets' at Gram Panchayat Prayagraj successfully completed. Total expenditure Rs 1,966,002.68 verified against Sanction Order 2021/MPLAD/274. Site inspection conducted by Junior Engineer PWD on 11-Jun-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-CH-2024-1275,Shri Sunil Soni,Raipur (CG-08),Chhattisgarh,Raipur,Drainage Canal Paving,21.261024,81.648761,2023-08-27,2023-10-27,2024-06-26,Completed,1182059.16,1141740.33,1050727.19,91013.14,Bharat Engineering Associates,REG-TN-66543,FGHIJ6789L,2019-07-24,1104927.14,True,https://mplad-portal.gov.in/photos/geo_proof_275.jpg,"Karya 'Drainage Canal Paving' at Gram Panchayat Raipur successfully completed. Total expenditure Rs 1,050,727.19 verified against Sanction Order 2023/MPLAD/275. Site inspection conducted by Junior Engineer PWD on 26-Jun-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2021-1276,Shri Rajesh Patil,Pune (MH-34),Maharashtra,Pune,Community Hall & Cyclone Shelter,18.552735,73.784024,2021-12-03,2022-02-19,,Ongoing,5697576.23,5360969.56,2153585.77,3207383.79,Bharat Engineering Associates,REG-TN-66543,FGHIJ6789L,2019-10-01,5145437.53,False,,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat Pune successfully completed. Total expenditure Rs 2,153,585.77 verified against Sanction Order 2021/MPLAD/276. Site inspection conducted by Junior Engineer PWD on 25-May-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2022-1277,Shri Ravi Shankar,Varanasi (UP-77),Uttar Pradesh,Varanasi,Public Sanitation Complex & Toilets,25.310727,83.018927,2022-11-24,2022-12-22,2023-09-01,Completed,6986385.71,6872833.35,6849090.76,23742.59,Pioneer Civil Works,REG-RJ-77412,DEFGH4567J,2016-06-03,6794532.94,True,https://mplad-portal.gov.in/photos/geo_proof_277.jpg,"Karya 'Public Sanitation Complex & Toilets' at Gram Panchayat Varanasi successfully completed. Total expenditure Rs 6,849,090.76 verified against Sanction Order 2022/MPLAD/277. Site inspection conducted by Junior Engineer PWD on 01-Sep-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-BI-2023-1278,Shri Arvind Singh,Patna Sahib (BR-30),Bihar,Patna,Drainage Canal Paving,25.598958,85.065371,2023-06-06,2023-09-03,,Sanctioned,5967570.48,5913970.65,1022847.41,4891123.24,Apex Infra Buildtech Pvt Ltd,REG-UP-98213,AABCA1234F,2021-03-03,5669620.25,False,,"Karya 'Drainage Canal Paving' at Gram Panchayat Patna successfully completed. Total expenditure Rs 1,022,847.41 verified against Sanction Order 2023/MPLAD/278. Site inspection conducted by Junior Engineer PWD on 04-Mar-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2024-1279,Smt. Priya Sharma,Allahabad (UP-53),Uttar Pradesh,Prayagraj,Public Sanitation Complex & Toilets,25.451887,81.907531,2023-10-30,2024-01-02,,Stalled,6911371.69,6747139.98,461497.43,6285642.55,Surya Power & Solar Ltd,REG-DL-44321,KLMNO1234R,2019-09-17,6734858.01,False,,"Karya 'Public Sanitation Complex & Toilets' at Gram Panchayat Prayagraj successfully completed. Total expenditure Rs 461,497.43 verified against Sanction Order 2023/MPLAD/279. Site inspection conducted by Junior Engineer PWD on 17-Jun-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-WE-2021-1280,Smt. Ananya Sen,Diamond Harbour (WB-21),West Bengal,South 24 Parganas,Solar High-Mast Street Lighting,22.181039,88.222002,2023-11-16,2024-01-08,,Ongoing,6524952.82,6336952.2,4272403.79,2064548.41,National Highway Contractors,REG-MH-11209,CDEFG3456H,2020-10-20,6220537.09,False,,"Karya 'Solar High-Mast Street Lighting' at Gram Panchayat South 24 Parganas successfully completed. Total expenditure Rs 4,272,403.79 verified against Sanction Order 2023/MPLAD/280. Site inspection conducted by Junior Engineer PWD on 09-Oct-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-RA-2022-1281,Smt. Meena Devi,Jaipur Rural (RJ-06),Rajasthan,Jaipur,Model Digital Library & Smart Class,26.878893,75.762547,2021-09-29,2021-11-05,2022-05-12,Completed,4958142.04,4814530.81,4905529.07,0.0,Durga Infratech Projects,REG-JH-77651,LMNOP2345S,2016-03-30,4709160.04,True,https://mplad-portal.gov.in/photos/geo_proof_281.jpg,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Jaipur successfully completed. Total expenditure Rs 4,905,529.07 verified against Sanction Order 2021/MPLAD/281. Site inspection conducted by Junior Engineer PWD on 12-May-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-KA-2023-1282,Shri Tejasvi Surya,Bengaluru South (KA-26),Karnataka,Bengaluru Urban,Community Hall & Cyclone Shelter,13.031996,77.582182,2021-01-27,2021-04-18,2021-07-14,Completed,1517286.98,1467255.08,1388004.69,79250.39,Sai Krupa Water Solutions,REG-MP-88321,EFGHI5678K,2017-01-15,1448927.96,True,https://mplad-portal.gov.in/photos/geo_proof_282.jpg,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat Bengaluru Urban successfully completed. Total expenditure Rs 1,388,004.69 verified against Sanction Order 2021/MPLAD/282. Site inspection conducted by Junior Engineer PWD on 14-Jul-2021. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-KA-2024-1283,Shri Tejasvi Surya,Bengaluru South (KA-26),Karnataka,Bengaluru Urban,Community Health Center Expansion,13.025901,77.625095,2022-08-28,2022-10-08,2023-06-17,Completed,3010777.06,2845965.47,2846233.41,0.0,National Highway Contractors,REG-MH-11209,CDEFG3456H,2019-04-28,2799793.38,True,https://mplad-portal.gov.in/photos/geo_proof_283.jpg,"Karya 'Community Health Center Expansion' at Gram Panchayat Bengaluru Urban successfully completed. Total expenditure Rs 2,846,233.41 verified against Sanction Order 2022/MPLAD/283. Site inspection conducted by Junior Engineer PWD on 17-Jun-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-GU-2021-1284,Smt. Darshana Jardosh,Surat (GJ-24),Gujarat,Surat,Community Hall & Cyclone Shelter,21.128215,72.876589,2022-08-13,2022-09-03,2023-06-27,Completed,3415963.66,3343583.33,3373907.42,0.0,Green Valley Infrastructure,REG-KA-55432,GHIJK7890M,2018-12-23,3337871.36,False,,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat Surat successfully completed. Total expenditure Rs 3,373,907.42 verified against Sanction Order 2022/MPLAD/284. Site inspection conducted by Junior Engineer PWD on 27-Jun-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-RA-2022-1285,Smt. Meena Devi,Jaipur Rural (RJ-06),Rajasthan,Jaipur,Model Digital Library & Smart Class,26.965197,75.853138,2023-01-24,2023-04-24,,Ongoing,1875283.57,1823697.24,688261.67,1135435.57,Om Shakti Roadways,REG-GJ-99120,HIJKL8901N,2021-05-29,1773437.5,False,,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Jaipur successfully completed. Total expenditure Rs 688,261.67 verified against Sanction Order 2023/MPLAD/285. Site inspection conducted by Junior Engineer PWD on 09-Nov-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-BI-2023-1286,Shri Arvind Singh,Patna Sahib (BR-30),Bihar,Patna,Solar High-Mast Street Lighting,25.596315,85.117952,2023-05-28,2023-07-17,2024-02-04,Completed,1626501.95,1601456.13,1474514.9,126941.23,Durga Infratech Projects,REG-JH-77651,LMNOP2345S,2022-02-19,1558723.78,True,https://mplad-portal.gov.in/photos/geo_proof_286.jpg,"Karya 'Solar High-Mast Street Lighting' at Gram Panchayat Patna successfully completed. Total expenditure Rs 1,474,514.90 verified against Sanction Order 2023/MPLAD/286. Site inspection conducted by Junior Engineer PWD on 04-Feb-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-BI-2024-1287,Shri Arvind Singh,Patna Sahib (BR-30),Bihar,Patna,Anganwadi & Nutritious Meal Center,25.522237,85.206781,2022-09-09,2022-11-25,2023-08-14,Completed,3006599.12,2941666.03,2827887.3,113778.73,Eastern Shelter Builders,REG-OD-22104,JKLMN0123Q,2021-02-07,2826935.47,True,https://mplad-portal.gov.in/photos/geo_proof_287.jpg,"Karya 'Anganwadi & Nutritious Meal Center' at Gram Panchayat Patna successfully completed. Total expenditure Rs 2,827,887.30 verified against Sanction Order 2022/MPLAD/287. Site inspection conducted by Junior Engineer PWD on 14-Aug-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-JH-2021-1288,Shri Sanjay Seth,Ranchi (JH-08),Jharkhand,Ranchi,Community Hall & Cyclone Shelter,23.330649,85.315526,2021-07-08,2021-09-05,,Sanctioned,5143341.34,4799286.03,352236.83,4447049.2,National Highway Contractors,REG-MH-11209,CDEFG3456H,2014-10-01,4787361.79,False,,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat Ranchi successfully completed. Total expenditure Rs 352,236.83 verified against Sanction Order 2021/MPLAD/288. Site inspection conducted by Junior Engineer PWD on 30-Dec-2021. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-WE-2022-1289,Smt. Ananya Sen,Diamond Harbour (WB-21),West Bengal,South 24 Parganas,Community Hall & Cyclone Shelter,22.116409,88.21703,2023-07-02,2023-08-16,2024-06-02,Completed,6930251.09,6406204.33,5926918.02,479286.31,Surya Power & Solar Ltd,REG-DL-44321,KLMNO1234R,2021-05-29,6369580.11,True,https://mplad-portal.gov.in/photos/geo_proof_289.jpg,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat South 24 Parganas successfully completed. Total expenditure Rs 5,926,918.02 verified against Sanction Order 2023/MPLAD/289. Site inspection conducted by Junior Engineer PWD on 02-Jun-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2023-1290,Shri Ramakant Yadav,Azamgarh (UP-69),Uttar Pradesh,Gorakhpur,Community Health Center Expansion,26.796436,83.297153,2023-11-25,2024-01-26,,Ongoing,3618898.28,3272877.92,2157849.79,1115028.13,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2017-04-26,3140737.5,False,,"Karya 'Community Health Center Expansion' at Gram Panchayat Gorakhpur successfully completed. Total expenditure Rs 2,157,849.79 verified against Sanction Order 2023/MPLAD/290. Site inspection conducted by Junior Engineer PWD on 04-Aug-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2024-1291,Smt. Priya Sharma,Allahabad (UP-53),Uttar Pradesh,Prayagraj,School Classroom & Lab Building,25.511261,81.890031,2023-12-29,2024-01-13,2024-08-20,Completed,5192345.88,5074781.96,5239426.21,0.0,National Highway Contractors,REG-MH-11209,CDEFG3456H,2018-04-17,4928681.39,True,https://mplad-portal.gov.in/photos/geo_proof_291.jpg,"Karya 'School Classroom & Lab Building' at Gram Panchayat Prayagraj successfully completed. Total expenditure Rs 5,239,426.21 verified against Sanction Order 2023/MPLAD/291. Site inspection conducted by Junior Engineer PWD on 20-Aug-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-KA-2021-1292,Shri Tejasvi Surya,Bengaluru South (KA-26),Karnataka,Bengaluru Urban,School Classroom & Lab Building,13.001367,77.5184,2022-11-11,2022-11-30,2023-02-20,Completed,1745945.14,1615332.38,1500898.15,114434.23,Durga Infratech Projects,REG-JH-77651,LMNOP2345S,2017-06-21,1600925.18,True,https://mplad-portal.gov.in/photos/geo_proof_292.jpg,"Karya 'School Classroom & Lab Building' at Gram Panchayat Bengaluru Urban successfully completed. Total expenditure Rs 1,500,898.15 verified against Sanction Order 2022/MPLAD/292. Site inspection conducted by Junior Engineer PWD on 20-Feb-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2022-1293,Shri Ramakant Yadav,Azamgarh (UP-69),Uttar Pradesh,Gorakhpur,Drainage Canal Paving,26.745312,83.343825,2023-03-09,2023-04-08,2023-10-21,Completed,5541999.77,5022846.06,5108102.01,0.0,Surya Power & Solar Ltd,REG-DL-44321,KLMNO1234R,2018-05-09,4783134.96,True,https://mplad-portal.gov.in/photos/geo_proof_293.jpg,"Karya 'Drainage Canal Paving' at Gram Panchayat Gorakhpur successfully completed. Total expenditure Rs 5,108,102.01 verified against Sanction Order 2023/MPLAD/293. Site inspection conducted by Junior Engineer PWD on 21-Oct-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2023-1294,Shri Ravi Shankar,Varanasi (UP-77),Uttar Pradesh,Varanasi,Community Hall & Cyclone Shelter,25.283974,83.003641,2021-06-27,2021-08-17,,Sanctioned,3169895.02,3113509.68,23988.93,3089520.75,Shree Balaji Constructions,REG-BR-45210,BCDEF2345G,2018-03-15,2982169.93,False,,"Karya 'Community Hall & Cyclone Shelter' at Gram Panchayat Varanasi successfully completed. Total expenditure Rs 23,988.93 verified against Sanction Order 2021/MPLAD/294. Site inspection conducted by Junior Engineer PWD on 29-Apr-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-BI-2024-1295,Shri Arvind Singh,Patna Sahib (BR-30),Bihar,Patna,Public Sanitation Complex & Toilets,25.561297,85.159047,2022-09-03,2022-11-04,2023-01-05,Completed,4385488.22,4000984.03,3683521.47,317462.56,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2020-11-24,3920295.16,True,https://mplad-portal.gov.in/photos/geo_proof_295.jpg,"Karya 'Public Sanitation Complex & Toilets' at Gram Panchayat Patna successfully completed. Total expenditure Rs 3,683,521.47 verified against Sanction Order 2022/MPLAD/295. Site inspection conducted by Junior Engineer PWD on 05-Jan-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2021-1296,Shri Suresh Patel,Indore (MP-26),Madhya Pradesh,Indore,Deep Borewell & Drinking Water Supply,22.758229,75.89385,2022-03-10,2022-05-16,2023-03-03,Completed,4087868.86,3744878.0,3552774.88,192103.12,Durga Infratech Projects,REG-JH-77651,LMNOP2345S,2019-05-03,3713935.64,True,https://mplad-portal.gov.in/photos/geo_proof_296.jpg,"Karya 'Deep Borewell & Drinking Water Supply' at Gram Panchayat Indore successfully completed. Total expenditure Rs 3,552,774.88 verified against Sanction Order 2022/MPLAD/296. Site inspection conducted by Junior Engineer PWD on 03-Mar-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-KA-2022-1297,Shri Tejasvi Surya,Bengaluru South (KA-26),Karnataka,Bengaluru Urban,Model Digital Library & Smart Class,13.027822,77.663779,2023-08-03,2023-10-27,2024-01-13,Completed,971539.3,883926.12,896589.78,0.0,Apex Infra Buildtech Pvt Ltd,REG-UP-98213,AABCA1234F,2021-04-30,861261.83,True,https://mplad-portal.gov.in/photos/geo_proof_297.jpg,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Bengaluru Urban successfully completed. Total expenditure Rs 896,589.78 verified against Sanction Order 2023/MPLAD/297. Site inspection conducted by Junior Engineer PWD on 13-Jan-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-KA-2023-1298,Shri Tejasvi Surya,Bengaluru South (KA-26),Karnataka,Bengaluru Urban,Deep Borewell & Drinking Water Supply,12.937222,77.525769,2022-02-01,2022-03-28,2022-09-28,Completed,4814397.01,4480121.63,4461941.71,18179.92,Shree Balaji Constructions,REG-BR-45210,BCDEF2345G,2017-09-20,4382802.64,True,https://mplad-portal.gov.in/photos/geo_proof_298.jpg,"Karya 'Deep Borewell & Drinking Water Supply' at Gram Panchayat Bengaluru Urban successfully completed. Total expenditure Rs 4,461,941.71 verified against Sanction Order 2022/MPLAD/298. Site inspection conducted by Junior Engineer PWD on 28-Sep-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2024-1299,Shri Ramakant Yadav,Azamgarh (UP-69),Uttar Pradesh,Gorakhpur,Solar High-Mast Street Lighting,26.730714,83.418906,2023-06-13,2023-08-02,2024-05-03,Completed,5257061.26,4905659.81,4819290.84,86368.97,Apex Infra Buildtech Pvt Ltd,REG-UP-98213,AABCA1234F,2017-03-02,4769615.56,True,https://mplad-portal.gov.in/photos/geo_proof_299.jpg,"Karya 'Solar High-Mast Street Lighting' at Gram Panchayat Gorakhpur successfully completed. Total expenditure Rs 4,819,290.84 verified against Sanction Order 2023/MPLAD/299. Site inspection conducted by Junior Engineer PWD on 03-May-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2021-1300,Shri Rajesh Patil,Pune (MH-34),Maharashtra,Pune,School Classroom & Lab Building,18.543688,73.789816,2022-07-29,2022-08-30,2023-06-14,Completed,2342642.55,2316015.1,2153755.34,162259.76,National Highway Contractors,REG-MH-11209,CDEFG3456H,2016-01-25,2208945.72,False,,"Karya 'School Classroom & Lab Building' at Gram Panchayat Pune successfully completed. Total expenditure Rs 2,153,755.34 verified against Sanction Order 2022/MPLAD/300. Site inspection conducted by Junior Engineer PWD on 14-Jun-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-KA-2022-1301,Shri Tejasvi Surya,Bengaluru South (KA-26),Karnataka,Bengaluru Urban,Road Construction & Culverts,12.984224,77.637672,2022-03-12,2022-03-31,2022-10-18,Completed,6757901.54,6446819.87,6479105.92,0.0,Eastern Shelter Builders,REG-OD-22104,JKLMN0123Q,2018-02-10,6172389.38,True,https://mplad-portal.gov.in/photos/geo_proof_301.jpg,"Karya 'Road Construction & Culverts' at Gram Panchayat Bengaluru Urban successfully completed. Total expenditure Rs 6,479,105.92 verified against Sanction Order 2022/MPLAD/301. Site inspection conducted by Junior Engineer PWD on 18-Oct-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-BI-2023-1302,Shri Arvind Singh,Patna Sahib (BR-30),Bihar,Patna,Drainage Canal Paving,25.595766,85.121086,2023-10-26,2023-11-11,2024-06-27,Completed,7248001.88,7234849.08,7299535.98,0.0,Trimurti Civil Developers,REG-WB-33219,IJKLM9012P,2021-03-18,7147020.21,True,https://mplad-portal.gov.in/photos/geo_proof_302.jpg,"Karya 'Drainage Canal Paving' at Gram Panchayat Patna successfully completed. Total expenditure Rs 7,299,535.98 verified against Sanction Order 2023/MPLAD/302. Site inspection conducted by Junior Engineer PWD on 27-Jun-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-BI-2024-1303,Shri Arvind Singh,Patna Sahib (BR-30),Bihar,Patna,Model Digital Library & Smart Class,25.619606,85.212438,2023-09-18,2023-11-17,2024-01-26,Completed,3913495.04,3546746.22,3433344.59,113401.63,Eastern Shelter Builders,REG-OD-22104,JKLMN0123Q,2018-11-04,3377000.44,True,https://mplad-portal.gov.in/photos/geo_proof_303.jpg,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Patna successfully completed. Total expenditure Rs 3,433,344.59 verified against Sanction Order 2023/MPLAD/303. Site inspection conducted by Junior Engineer PWD on 26-Jan-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2021-1304,Shri Ramakant Yadav,Azamgarh (UP-69),Uttar Pradesh,Gorakhpur,Drainage Canal Paving,26.821648,83.299585,2022-10-26,2022-11-23,,Stalled,4934968.87,4576441.07,848826.51,3727614.56,Om Shakti Roadways,REG-GJ-99120,HIJKL8901N,2020-01-18,4480022.65,False,,"Karya 'Drainage Canal Paving' at Gram Panchayat Gorakhpur successfully completed. Total expenditure Rs 848,826.51 verified against Sanction Order 2022/MPLAD/304. Site inspection conducted by Junior Engineer PWD on 21-Jul-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2022-1305,Shri Ramakant Yadav,Azamgarh (UP-69),Uttar Pradesh,Gorakhpur,Public Sanitation Complex & Toilets,26.774629,83.436916,2021-06-09,2021-08-29,2021-12-31,Completed,6850696.99,6519377.95,6296915.53,222462.42,Bharat Engineering Associates,REG-TN-66543,FGHIJ6789L,2015-03-19,6476258.6,True,https://mplad-portal.gov.in/photos/geo_proof_305.jpg,"Karya 'Public Sanitation Complex & Toilets' at Gram Panchayat Gorakhpur successfully completed. Total expenditure Rs 6,296,915.53 verified against Sanction Order 2021/MPLAD/305. Site inspection conducted by Junior Engineer PWD on 31-Dec-2021. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2023-1306,Shri Ravi Shankar,Varanasi (UP-77),Uttar Pradesh,Varanasi,Model Digital Library & Smart Class,25.317894,82.916135,2021-12-06,2022-01-19,2022-04-08,Completed,2465666.56,2256144.18,2121805.36,134338.82,Apex Infra Buildtech Pvt Ltd,REG-UP-98213,AABCA1234F,2018-07-12,2211249.2,True,https://mplad-portal.gov.in/photos/geo_proof_306.jpg,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Varanasi successfully completed. Total expenditure Rs 2,121,805.36 verified against Sanction Order 2021/MPLAD/306. Site inspection conducted by Junior Engineer PWD on 08-Apr-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2024-1307,Shri Ramakant Yadav,Azamgarh (UP-69),Uttar Pradesh,Gorakhpur,Anganwadi & Nutritious Meal Center,26.698734,83.401237,2023-09-09,2023-10-20,2024-05-18,Completed,6333554.97,5714415.79,5289313.33,425102.46,Durga Infratech Projects,REG-JH-77651,LMNOP2345S,2017-02-13,5592552.02,True,https://mplad-portal.gov.in/photos/geo_proof_307.jpg,"Karya 'Anganwadi & Nutritious Meal Center' at Gram Panchayat Gorakhpur successfully completed. Total expenditure Rs 5,289,313.33 verified against Sanction Order 2023/MPLAD/307. Site inspection conducted by Junior Engineer PWD on 18-May-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2021-1308,Shri Ramesh Kumar,Phoolpur (UP-52),Uttar Pradesh,Prayagraj,Model Digital Library & Smart Class,25.364746,81.807622,2022-01-04,2022-03-26,2022-09-05,Completed,4445232.92,4008986.67,4063272.96,0.0,National Highway Contractors,REG-MH-11209,CDEFG3456H,2020-03-24,3941183.69,True,https://mplad-portal.gov.in/photos/geo_proof_308.jpg,"Karya 'Model Digital Library & Smart Class' at Gram Panchayat Prayagraj successfully completed. Total expenditure Rs 4,063,272.96 verified against Sanction Order 2022/MPLAD/308. Site inspection conducted by Junior Engineer PWD on 05-Sep-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-RA-2022-1309,Smt. Meena Devi,Jaipur Rural (RJ-06),Rajasthan,Jaipur,Drainage Canal Paving,26.991244,75.846068,2021-12-16,2022-01-28,2022-10-27,Completed,1498984.96,1436424.24,1464827.68,0.0,Eastern Shelter Builders,REG-OD-22104,JKLMN0123Q,2019-04-05,1409362.85,True,https://mplad-portal.gov.in/photos/geo_proof_309.jpg,"Karya 'Drainage Canal Paving' at Gram Panchayat Jaipur successfully completed. Total expenditure Rs 1,464,827.68 verified against Sanction Order 2021/MPLAD/309. Site inspection conducted by Junior Engineer PWD on 27-Oct-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-GU-2023-1310,Smt. Darshana Jardosh,Surat (GJ-24),Gujarat,Surat,Anganwadi & Nutritious Meal Center,21.185645,72.762115,2023-02-14,2023-04-19,2023-07-21,Completed,1916439.84,1889531.43,1862259.33,27272.1,Om Shakti Roadways,REG-GJ-99120,HIJKL8901N,2021-03-22,1834715.65,True,https://mplad-portal.gov.in/photos/geo_proof_310.jpg,"Karya 'Anganwadi & Nutritious Meal Center' at Gram Panchayat Surat successfully completed. Total expenditure Rs 1,862,259.33 verified against Sanction Order 2023/MPLAD/310. Site inspection conducted by Junior Engineer PWD on 21-Jul-2023. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-BI-2024-1311,Shri Arvind Singh,Patna Sahib (BR-30),Bihar,Patna,Drainage Canal Paving,25.61007,85.19804,2023-12-25,2024-03-13,2024-11-20,Completed,3875686.55,3538629.27,3533150.43,5478.84,Eastern Shelter Builders,REG-OD-22104,JKLMN0123Q,2018-04-28,3508112.45,True,https://mplad-portal.gov.in/photos/geo_proof_311.jpg,"Karya 'Drainage Canal Paving' at Gram Panchayat Patna successfully completed. Total expenditure Rs 3,533,150.43 verified against Sanction Order 2023/MPLAD/311. Site inspection conducted by Junior Engineer PWD on 20-Nov-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-MA-2021-1312,Shri Rajesh Patil,Pune (MH-34),Maharashtra,Pune,Public Sanitation Complex & Toilets,18.580372,73.888323,2023-05-29,2023-07-12,,Ongoing,6026889.1,5653967.2,3028373.58,2625593.62,Bharat Engineering Associates,REG-TN-66543,FGHIJ6789L,2021-06-28,5580859.72,False,,"Karya 'Public Sanitation Complex & Toilets' at Gram Panchayat Pune successfully completed. Total expenditure Rs 3,028,373.58 verified against Sanction Order 2023/MPLAD/312. Site inspection conducted by Junior Engineer PWD on 07-May-2024. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
MPLAD-UT-2022-1313,Shri Ramakant Yadav,Azamgarh (UP-69),Uttar Pradesh,Gorakhpur,Solar High-Mast Street Lighting,26.756943,83.330402,2021-06-21,2021-08-11,,Sanctioned,3360526.93,3087995.26,547462.06,2540533.2,Sai Krupa Water Solutions,REG-MP-88321,EFGHI5678K,2014-10-16,3055482.14,False,,"Karya 'Solar High-Mast Street Lighting' at Gram Panchayat Gorakhpur successfully completed. Total expenditure Rs 547,462.06 verified against Sanction Order 2021/MPLAD/313. Site inspection conducted by Junior Engineer PWD on 12-Mar-2022. All quality benchmarks, MB book entries, and muster rolls found satisfactory. Upayogita Praman Patra niyamit hai."
